Date,Open,High,Low,Close,Volume
2020-12-11,154.833,155.934,153.641,155.821,61293900
2020-12-10,154.45,157.105,153.8,155.074,60603580
2020-12-09,158.394,158.722,154.4,155.21,81925180
2020-12-08,157.945,159.206,156.001,158.864,65580980
2020-12-07,157.824,159.038,157.084,157.9,54917500
2020-12-04,158.129,159.91,157.938,158.129,58272220
2020-12-03,160.273,161.432,159.066,159.336,57840780
2020-12-02,161.082,161.6,158.663,160.176,62586080
2020-12-01,159.425,162.448,157.859,161.004,90887640
2020-11-30,160.424,161.42,156.278,158.402,81278320
2020-11-27,160.563,160.81,159.502,159.767,47857340
2020-11-25,157.094,159.9,157.013,159.254,75808060
2020-11-24,155.025,156.712,154.313,155.903,72042040
2020-11-23,155.835,156.987,153.273,154.92,94177740
2020-11-20,155.851,156.644,154.902,154.97,67602760
2020-11-19,155.266,156.25,154.046,155.851,60205400
2020-11-18,156.7,157.0,155.255,155.273,58336720
2020-11-17,159.177,159.462,156.763,156.783,68894700
2020-11-16,154.66,157.135,153.634,156.553,76173520
2020-11-13,156.1,157.086,154.27,156.44,75251740
2020-11-12,157.998,158.794,154.302,155.514,87424160
2020-11-11,153.089,156.957,152.5,156.87,87338460
2020-11-10,154.751,155.7,150.974,151.751,131819120
2020-11-09,161.552,164.45,155.605,157.187,143808120
2020-11-06,165.232,166.1,161.6,165.568,92946600
2020-11-05,165.998,168.34,164.444,166.1,115785700
2020-11-04,157.999,162.242,156.986,162.058,136780820
2020-11-03,150.926,153.745,149.049,152.42,97957600
2020-11-02,153.087,153.985,147.506,150.224,145147000
2020-10-30,157.888,158.35,150.95,151.808,167921620
2020-10-29,160.064,162.862,158.2,160.55,131930580
2020-10-28,162.465,163.201,158.123,158.139,111766600
2020-10-27,161.247,164.583,160.565,164.316,85820940
2020-10-26,159.937,164.149,157.665,160.352,118023020
2020-10-23,159.55,160.266,157.0,160.22,69333740
2020-10-22,159.493,159.938,156.097,158.82,84240100
2020-10-21,160.625,161.694,158.0,159.247,91854720
2020-10-20,161.114,163.3,159.6,160.85,90193560
2020-10-19,164.98,166.45,159.637,160.36,104472520
2020-10-16,168.162,169.983,158.0,163.636,129487060
2020-10-15,164.6,167.794,164.0,166.932,104468960
2020-10-14,172.35,173.244,167.0,168.186,116578320
2020-10-13,173.4,174.619,171.211,172.182,114893940
2020-10-12,167.497,174.812,166.978,172.146,167283960
2020-10-09,160.5,164.45,159.892,164.332,98157420
2020-10-08,161.249,161.665,158.749,159.528,63482280
2020-10-07,156.75,160.0,156.619,159.784,86188780
2020-10-06,158.25,159.1,154.5,154.998,101737140
2020-10-05,157.292,160.127,157.042,159.96,75506640
2020-10-02,157.682,159.79,156.15,156.25,112261960
2020-10-01,160.4,161.2,158.6,161.063,99438440
2020-09-30,157.057,160.644,156.7,157.436,97922020
2020-09-29,158.77,159.413,156.627,157.244,70067960
2020-09-28,157.442,158.752,155.858,158.703,84483300
2020-09-25,152.743,155.077,149.95,154.757,92304040
2020-09-24,148.89,153.465,148.25,150.99,110587840
2020-09-23,156.022,156.35,149.619,149.993,113053300
2020-09-22,151.692,156.7,150.01,156.45,138976320
2020-09-21,145.325,148.1,143.55,148.023,122358500
2020-09-18,151.587,151.89,145.277,147.746,177851600
2020-09-17,150.462,151.472,148.628,150.436,128981000
2020-09-16,158.999,159.362,153.708,153.905,90623780
2020-09-15,156.808,158.751,155.446,157.806,80430700
2020-09-14,158.647,159.37,154.8,155.148,90591920
2020-09-11,160.434,160.867,154.199,155.811,101879640
2020-09-10,165.361,167.494,158.528,158.756,106614820
2020-09-09,160.15,165.159,159.25,163.43,103773500
2020-09-08,157.2,162.542,156.5,157.492,121884100
2020-09-04,165.9,169.075,155.556,164.731,175635080
2020-09-03,174.25,174.42,165.15,168.4,163222260
2020-09-02,177.35,177.612,174.334,176.572,78629520
2020-09-01,174.479,175.694,173.35,174.956,69528140
2020-08-31,170.45,174.75,170.25,172.548,83717700
2020-08-28,171.15,171.668,169.325,170.09,57939560
2020-08-27,172.502,172.65,168.9,170.0,85295900
2020-08-26,167.556,172.587,167.228,172.092,130174860
2020-08-25,164.749,167.87,163.35,167.324,79856840
2020-08-24,165.508,169.016,162.878,165.373,93325160
2020-08-21,164.75,165.72,163.77,164.236,71517240
2020-08-20,162.6,165.631,161.9,164.868,66649560
2020-08-19,165.151,165.795,162.8,163.024,83702740
2020-08-18,160.6,166.0,160.291,165.624,106919480
2020-08-17,158.656,159.748,157.709,159.12,53824740
2020-08-14,158.909,158.912,156.0,157.401,55034460
2020-08-13,159.15,160.876,157.75,158.051,62980860
2020-08-12,155.4,158.719,155.071,158.112,70544580
2020-08-11,155.66,157.961,153.65,154.034,74361140
2020-08-10,158.516,158.626,155.076,157.408,63345480
2020-08-07,161.2,162.04,157.034,158.373,78722540
2020-08-06,159.718,162.373,158.272,161.25,78812040
2020-08-05,157.188,160.679,156.365,160.252,78600500
2020-08-04,155.06,158.362,155.06,156.942,93885880
2020-08-03,159.026,159.2,155.2,155.594,101493260
2020-07-31,162.2,162.341,157.55,158.234,161667380
2020-07-30,150.7,154.6,150.25,152.594,122565300
2020-07-29,151.55,151.958,149.838,151.676,59481200
2020-07-28,152.714,153.855,149.788,150.016,62533020
2020-07-27,153.1,154.9,150.788,152.76,83409840
2020-07-24,146.5,151.579,144.4,150.445,112648260
2020-07-23,154.914,154.914,148.5,149.328,113138120
2020-07-22,156.25,157.5,153.263,154.996,82084500
2020-07-21,161.624,162.029,155.286,156.914,122699300
2020-07-20,150.01,160.068,149.701,159.842,151963520
2020-07-17,150.45,151.2,147.422,148.098,95226380
2020-07-16,148.553,151.6,145.912,149.995,127884920
2020-07-15,154.012,154.918,148.659,150.444,115777480
2020-07-14,154.45,156.369,147.5,154.2,144638660
2020-07-13,162.553,167.214,153.42,155.2,154408400
2020-07-10,159.588,160.75,156.785,160.0,109719640
2020-07-09,155.8,159.694,153.7,159.132,127773180
2020-07-08,151.13,154.198,150.622,154.056,100752700
2020-07-07,152.928,153.478,149.5,150.006,105150280
2020-07-06,146.748,152.994,146.5,152.852,137612840
2020-07-02,145.6,147.778,143.555,144.515,131867740
2020-07-01,137.9,144.75,137.7,143.935,127268780
2020-06-30,134.253,138.482,133.752,137.941,75393720
2020-06-29,134.501,134.84,131.504,134.019,84468440
2020-06-26,138.753,139.128,134.4,134.644,130015680
2020-06-25,136.978,137.812,135.607,137.729,59373140
2020-06-24,139.0,139.8,136.05,136.72,90532100
2020-06-23,136.301,139.156,135.902,138.22,84634140
2020-06-22,134.225,135.75,133.45,135.691,64175600
2020-06-19,133.904,134.872,132.95,133.751,115539260
2020-06-18,132.35,132.982,131.806,132.699,49755480
2020-06-17,132.375,132.75,131.591,132.049,59186320
2020-06-16,131.0,131.0,128.8,130.764,71912980
2020-06-15,126.33,129.2,125.4,128.634,77466700
2020-06-12,130.06,131.074,125.167,127.251,108722540
2020-06-11,130.175,133.569,126.812,127.898,116002140
2020-06-10,132.25,136.118,131.313,132.372,98920620
2020-06-09,126.472,131.322,126.25,130.043,103519000
2020-06-08,125.01,126.5,124.367,126.203,79413080
2020-06-05,122.226,124.432,121.857,124.15,66128900
2020-06-04,123.872,125.377,122.501,123.03,58974200
2020-06-03,123.401,124.4,123.059,123.92,53420480
2020-06-02,123.35,123.676,122.266,123.62,50598060
2020-06-01,122.4,123.846,122.208,123.552,58760640
2020-05-29,120.797,122.118,119.91,122.118,70586580
2020-05-28,119.216,121.848,118.912,120.055,63862720
2020-05-27,120.249,120.679,116.5,120.52,101138900
2020-05-26,122.9,123.1,120.703,121.093,71363060
2020-05-22,122.751,123.492,121.506,121.844,57341580
2020-05-21,125.0,126.272,122.127,122.337,102288060
2020-05-20,123.893,125.001,123.364,124.897,79962860
2020-05-19,121.492,124.25,121.448,122.466,86409960
2020-05-18,120.217,121.65,119.2,121.313,87331440
2020-05-15,118.426,120.55,117.818,120.489,84699020
2020-05-14,118.051,119.568,117.66,119.442,72962560
2020-05-13,118.34,120.385,116.89,118.396,95658380
2020-05-12,120.592,120.95,117.75,117.848,61498320
2020-05-11,118.735,120.983,118.606,120.45,65184620
2020-05-08,118.607,119.362,117.85,118.98,64224560
2020-05-07,118.739,118.8,117.156,118.381,67928220
2020-05-06,116.472,117.872,116.0,117.563,62356280
2020-05-05,117.0,117.55,115.356,115.89,64849920
2020-05-04,112.819,116.349,112.819,115.8,97318520
2020-05-01,116.84,118.122,112.91,114.302,195452100
2020-04-30,120.992,123.75,119.801,123.7,190692220
2020-04-29,116.501,119.594,115.5,118.636,91831860
2020-04-28,118.605,118.675,115.3,115.704,105388920
2020-04-27,122.16,122.244,118.15,118.8,112912900
2020-04-24,120.85,121.022,119.1,120.511,76635940
2020-04-23,119.999,121.211,119.104,119.972,101331040
2020-04-22,118.45,119.7,117.55,118.174,84365900
2020-04-21,120.83,121.415,113.983,116.406,149533580
2020-04-20,119.497,122.249,119.303,119.681,115413880
2020-04-17,118.616,120.0,115.801,118.75,158600200
2020-04-16,117.3,123.05,116.75,120.41,240764020
2020-04-15,112.884,116.668,112.25,115.384,137331340
2020-04-14,110.023,114.6,109.31,114.166,161743860
2020-04-13,102.0,109.0,101.9,108.444,134334180
2020-04-09,102.215,102.65,100.883,102.138,93112340
2020-04-08,101.05,102.2,100.558,102.15,79546260
2020-04-07,100.855,101.786,99.881,100.58,102279660
2020-04-06,96.8,99.926,96.501,99.8795,115463620
2020-04-03,95.5575,96.3165,94.4575,95.3295,72197400
2020-04-02,95.082,96.3763,94.5,95.9415,86719700
2020-04-01,96.6485,97.248,94.65,95.385,82437500
2020-03-31,98.2175,99.651,97.2005,97.486,102472520
2020-03-30,96.1415,98.6815,95.617,98.1975,122521740
2020-03-27,96.543,96.9895,94.996,95.005,107757940
2020-03-26,95.1,97.8245,94.4645,97.7745,124702360
2020-03-25,96.0345,97.513,94.289,94.292,129581460
2020-03-24,97.5748,97.75,95.017,97.005,142941600
2020-03-23,91.3875,95.97,90.6,95.1415,156169780
2020-03-20,96.3155,97.85,91.0365,92.3045,196357000
2020-03-19,93.0,97.25,91.6325,94.0465,207998860
2020-03-18,87.5,92.083,87.25,91.5,192904360
2020-03-17,88.7735,92.8888,84.462,90.392,218342580
2020-03-16,82.0755,87.9726,81.3016,84.4575,178345300
2020-03-13,87.75,89.3155,84.031,89.25,176194500
2020-03-12,86.099,88.25,83.75,83.8305,226924280
2020-03-11,92.8925,93.566,90.075,91.043,112936620
2020-03-10,93.544,94.7135,90.9085,94.591,142666200
2020-03-09,88.693,93.1385,88.0645,90.0305,156264640
2020-03-06,93.75,95.5435,93.475,95.0545,105471600
2020-03-05,96.65,98.036,95.5,96.2015,94964200
2020-03-04,97.3285,98.9,96.1,98.7915,95458380
2020-03-03,98.7685,99.8165,94.4045,95.4495,150689820
2020-03-02,95.476,97.7255,93.5,97.6975,135233020
2020-02-28,90.7295,94.488,90.5565,94.1875,189875940
2020-02-27,96.719,98.75,94.138,94.215,162879860
2020-02-26,98.514,100.734,98.0225,98.9795,104808040
2020-02-25,101.321,101.73,97.921,98.637,124381880
2020-02-24,100.159,101.965,99.3985,100.464,130939940
2020-02-21,107.108,107.228,104.4,104.798,93014800
2020-02-20,108.654,108.84,106.372,107.655,62626840
2020-02-19,108.39,109.255,108.056,108.511,51223300
2020-02-18,106.251,108.304,106.206,107.784,59021400
2020-02-14,107.784,107.952,106.294,106.744,52123380
2020-02-13,107.249,108.514,107.1,107.494,60635820
2020-02-12,108.16,109.012,107.764,108.0,66685280
2020-02-11,107.545,109.297,106.8,107.54,114920220
2020-02-10,104.251,106.78,104.248,106.696,101124700
2020-02-07,102.1,104.926,101.905,103.964,101906940
2020-02-06,102.051,102.815,101.24,102.512,63659080
2020-02-05,103.551,103.551,101.6,101.994,87523480
2020-02-04,101.494,102.99,100.768,102.484,105786760
2020-02-03,100.53,102.425,100.012,100.21,117981880
2020-01-31,102.574,102.786,100.114,100.436,311345660
2020-01-30,92.9,93.6435,92.5305,93.534,126548760
2020-01-29,93.2,93.7375,92.751,92.9,42027800
2020-01-28,92.025,92.9055,91.501,92.6625,56160800
2020-01-27,91.0,92.05,90.767,91.417,70570180
2020-01-24,94.5685,94.7495,92.372,93.082,75323620
2020-01-23,94.2555,94.499,93.638,94.229,49692260
2020-01-22,94.8045,95.125,94.167,94.373,64325140
2020-01-21,93.25,94.7135,93.0,94.6,74155700
2020-01-17,94.2945,94.332,92.8625,93.236,79946800
2020-01-16,94.1495,94.2795,93.301,93.897,53189860
2020-01-15,93.6125,93.943,92.7545,93.101,57931840
2020-01-14,94.294,94.3555,92.9275,93.472,68927620
2020-01-13,94.5655,94.9,94.04,94.565,55716880
2020-01-10,95.2685,95.347,94.0,94.158,57139180
2020-01-09,95.4945,95.891,94.79,95.0525,63499240
2020-01-08,94.902,95.55,94.322,94.5985,70239320
2020-01-07,95.225,95.6945,94.602,95.343,82680200
2020-01-06,93.0,95.1845,93.0,95.144,81313960
2020-01-03,93.225,94.31,93.225,93.7485,75332080
2020-01-02,93.75,94.9005,93.2075,94.9005,80718200
